x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,y
-229.5127563,88.65880585,-68.37489319,-16.04150581,-3.910237789,-25.08831215,-14.14858818,-8.69848156,-21.7293396,-0.375232309,-9.03679657,-13.65266705,-9.271512985,1
-213.1504669,99.69929504,-62.4476738,-17.92807579,-5.457410812,-23.98501778,-15.78935432,-14.40115166,-22.10851097,-8.211882591,-9.520358086,-8.953113556,-10.9880724,1
-240.2884979,77.30330658,-54.57720566,-9.51441288,-6.292790413,-22.34862137,-17.6369915,-11.71973324,-13.10495472,0.17401138,-5.847121716,-2.686043262,-6.032091618,1
-216.3193207,87.22478485,-72.02706146,-21.81264114,-8.049918175,-24.56359673,-21.48049545,-15.77151585,-15.16159725,0.214269579,-8.536272049,-8.019382477,-10.31320286,1
-241.6721954,89.37139893,-61.97617722,-16.02556229,-3.477129459,-24.03791237,-11.1688652,-11.204319,-17.93902588,0.091990605,-9.281758308,-6.290823936,-7.255111694,1
-176.5149841,95.28904724,-55.47583008,-25.74223137,-9.791754723,-21.62156105,-24.5441761,-15.0245142,-17.84571075,-9.403102875,-9.742671967,-12.38438129,-13.73916721,1
-184.0337524,87.4552002,-66.01535034,-22.91618538,-5.929150581,-32.79523087,-23.66280937,-14.33231926,-27.68336296,-7.891315937,-10.14458561,-20.1237812,-15.6241827,1
-153.9026642,90.02952576,-64.0561142,-15.91812801,-3.724393606,-27.51180077,-28.46637917,-12.06521893,-18.57722092,-3.233392,-11.70715714,-17.48590469,-15.71192074,1
-200.7402191,76.4340744,-57.12153625,-16.65616226,-15.9350481,-21.09415245,-17.41865158,-8.493481636,-21.75594139,-0.032042641,-12.81331348,-11.69570637,-9.519533157,1
-224.8974457,107.2250519,-68.15390015,-18.03657913,-8.207950592,-25.64875984,-16.60832214,-10.04766846,-22.57837486,-3.840260267,-10.3272934,-9.203416824,-4.828047276,1
-226.4434052,100.6204834,-46.06137085,-25.52954674,-11.74505806,-18.79479027,-19.49144936,-1.49891746,-7.879295826,-0.027318684,-9.195898056,-9.882619858,-11.39740658,1
-212.3367767,100.4193802,-62.60874176,-21.33410263,-16.48805618,-27.74084091,-14.65604115,-11.14766407,-17.52585602,5.31789732,-1.620907426,-6.566989899,-10.69512081,1
-156.986908,96.2980423,-77.73291779,-30.05203819,-19.59850121,-27.43729782,-15.36343956,-5.198937893,-22.03434944,3.554071188,-6.658838749,-13.22171688,-8.539793968,1
-215.3470001,86.96118927,-70.26069641,-15.92021656,-10.95317554,-20.89437485,-11.68523884,-4.663640976,-14.65001869,7.462089539,-9.535727501,-9.10443306,-1.001877189,1
-230.5529175,90.69786835,-75.59661102,-13.29428387,-14.30216122,-24.43692398,-6.401520729,-7.30920887,-13.3130703,11.30663872,-3.965111017,-8.922549248,-3.769395828,1
-223.0537567,92.16743469,-74.23423767,-16.67069817,-4.272865295,-27.95376015,-14.8946476,-4.311581135,-12.50506878,2.691270113,-6.792664051,-8.030813217,-3.71779108,1
-249.812027,90.89078522,-60.72253036,-17.21858788,-6.521213055,-20.87423897,-14.28107357,-3.409232616,-14.29749107,6.469424248,-2.602371931,-9.22034359,-5.15635252,1
-227.8847504,79.3482666,-65.2565155,-6.830225468,-12.28999138,-25.73864746,-14.58082104,-16.26377869,-16.88911438,4.768795013,-5.610923767,-6.798798084,-1.640981674,1
-240.4772644,99.03279114,-55.59228516,-0.257012516,-0.498516619,-11.32277966,-10.46845531,-13.09626007,-12.83104992,5.434365273,-9.035633087,-8.480380058,-3.713829756,1
-206.2012024,91.05511475,-49.8068161,-10.74237251,-4.233215332,-10.27078629,-12.07385635,-3.639761686,-12.82812977,7.460416794,-5.936771393,-7.107302189,-7.395934582,1
-222.5902557,103.2908096,-46.12081146,-9.798289299,-3.254406214,-13.22957516,-13.88990879,-9.614788055,-9.652353287,-8.123448372,-6.34231472,1.995053053,-9.997301102,1
-233.6638947,98.46182251,-42.58821106,0.350241691,3.486771107,-12.4134779,-9.655739784,-5.662387848,-8.636996269,-0.862869322,-4.844064236,-2.584706545,-6.975908756,1
-202.9922485,97.12884521,-44.28562927,1.736629725,-6.539204121,-16.09694099,-5.04435873,-7.455315113,-12.47989464,6.450493813,-1.835779905,-8.523718834,-5.461799622,1
-193.2436218,106.6448669,-50.47676086,-6.341399193,-1.661242604,-10.73058701,-10.17313385,-8.801991463,-9.648954391,0.206778333,0.383363128,0.400249451,-10.61839771,1
-198.8571167,109.6988831,-36.88377762,-3.748158932,3.497176409,-4.991525173,-9.355372429,-2.401560307,-7.182860851,11.23856831,1.662801385,-0.649062693,-3.669561148,1
-182.6529083,109.6465378,-42.09275436,-3.395225763,-1.122493982,-4.31186676,-7.190311909,-1.046847224,-3.824696064,13.79320621,1.879596949,2.958997726,-1.463731289,1
-189.2718201,124.8909531,-30.5791378,2.122489214,12.67487049,-0.217480019,-5.536144733,1.25187397,-3.313853741,11.47191525,5.391170979,2.679158449,-2.80935955,1
-174.2311249,133.1298065,-32.55709076,7.245110512,16.25517464,0.453215063,-7.131117344,1.155713677,-2.187304258,12.39130211,1.571593046,0.996980131,-0.661123335,1
-183.9809723,127.9140701,-23.12472725,5.700047016,12.11530876,-1.393748164,-6.842354298,3.048793316,-3.839276791,7.262504578,2.944359779,-1.754271865,-3.999340534,1
-204.1050568,113.5966873,-33.08777618,-8.500999451,4.60235405,-1.379466772,-12.89700127,-2.615501404,-6.072827339,2.508862495,6.511231422,6.165485382,-3.089092016,1
-223.8152161,110.3055267,-40.88603973,14.01342392,7.869884014,-10.36631393,-10.77996349,-8.117355347,-9.688116074,7.700325966,-2.325878382,0.72003448,-2.555686712,1
-205.1500092,125.2147598,-44.65811539,-10.23177814,-3.000163794,-8.463216782,-11.55839252,-5.937108994,-8.727250099,4.520933151,0.298103929,-2.131096125,-3.004511595,1
-211.6127167,115.2304077,-39.04426956,-9.761061668,2.836659431,-7.645005226,-16.94362068,-5.511411667,-9.421843529,4.534940243,0.246619836,-1.69475913,-2.879983664,1
-239.3423157,110.6619568,-31.6341362,0.73938483,11.62161922,-4.672319889,-9.555850029,-3.213423729,-5.535446167,8.951601982,-0.655416727,-0.011305772,-0.483970523,1
-232.7622681,122.0546951,-32.87495422,-0.099704824,10.64047432,-3.009933472,-9.501905441,0.641888142,-2.580816031,8.574856758,0.927604914,-4.267545223,-2.903013945,1
-211.5702515,119.030632,-37.14672089,3.087958813,11.07211113,-3.88050127,-10.44152451,1.367817402,-5.29097271,6.184483051,0.597152531,0.387282431,-2.7498703,1
-205.782959,105.4723206,-39.1330452,-16.17553139,-2.654261589,-5.239665031,-9.763002396,-2.733964682,-10.69748211,7.968008995,0.365982384,3.078905344,-4.562163353,1
-229.4288025,117.7304306,-31.29704666,-8.686901093,6.677419662,-6.576910973,-11.90813541,2.197751999,-9.636974335,8.9052248,0.758931816,5.08962965,-1.337504625,1
-238.6686554,116.8507996,-48.13111877,-3.826390028,4.822894573,-12.85515976,-11.18247795,-2.741702557,-15.20397854,8.184943199,-5.611445904,3.388485193,0.970588207,1
-281.6240234,101.1463013,-36.18796539,-4.866410255,5.179918766,-9.712058067,-8.835011482,-0.22770007,-18.5846138,9.021366119,-4.352782726,4.675813675,2.004544735,1
-253.1105347,116.6843109,-33.42251587,-9.692471504,2.920284033,-12.32017422,-16.00844193,-4.601803303,-18.70698357,5.711955547,-3.894365549,-2.108779669,-0.663591445,1
-207.58284,101.1504288,-52.87218094,-5.088962555,-1.27110064,-16.11711693,-8.119903564,-3.806460142,-18.53614044,7.692597866,-4.842444897,3.028124571,-1.465882659,1
-171.1081085,110.5070038,-40.66996765,-6.081326485,6.624823093,-8.61181736,-11.43123055,-3.845044851,-13.18641472,1.126016617,-5.554558754,0.26270321,-0.128760323,1
-227.3256989,107.2429199,-43.83135986,-9.405502319,1.337110281,-11.65490437,-16.11117554,-7.182900429,-14.46927643,8.494329453,-0.503815174,1.674178958,-2.60502696,1
-234.8489532,117.1472321,-43.77765656,-7.644461155,3.9688797,-13.05526543,-17.85975075,-4.755273819,-16.93444252,6.889239788,-3.869393826,3.739868402,2.250575781,1
-243.4466705,120.0929337,-33.61777496,-19.93781281,-2.543758154,-11.85978317,-18.67503738,-2.526087284,-16.02831268,4.572439671,2.989876032,0.149829343,-2.438039303,1
-254.8700867,111.3982773,-32.98554993,-6.830480099,6.987157822,-2.2742939,-17.4318409,-5.959374428,-11.47679138,4.547214985,-2.049919605,0.685112953,-2.629938126,1
-215.7598724,115.1652069,-54.36930847,-5.556615829,6.898990154,-13.84342384,-9.699724197,-7.075553894,-17.88756752,8.081094742,-4.573561668,-0.070956275,5.940712929,1
-249.9178162,111.6125717,-16.17102432,1.707409024,16.36386681,-3.860240936,-0.436657697,6.275379181,-12.88021374,8.069809914,-4.187769413,1.855632424,-0.187022761,1
-199.5225525,106.4031143,-42.1974411,-9.466168404,2.393158197,-10.60149097,-11.60945892,-4.831954956,-15.39185333,7.841029167,1.268665195,5.452972412,2.167477846,1
-231.9942169,106.5971069,-35.54404449,-11.63056469,4.123141289,-10.53612804,-18.02775955,-4.154126167,-12.92395306,9.162852287,1.388738155,3.542972803,1.645014524,1
-211.1985168,124.9109344,-33.25959015,-13.11844349,3.166388273,-6.04156971,-10.04599571,5.019681931,-9.871768951,11.1652317,4.731715202,6.898248196,4.437303543,1
-214.5843811,115.1204758,-42.54125214,-7.242081165,2.468242645,-12.68353748,-18.77300835,-5.91834259,-8.938433647,4.783839226,2.575508833,5.255959034,-0.136927202,1
-259.2394104,114.1326065,-15.70093155,-5.621198177,0.722787976,-4.738673687,-8.114833832,0.499282867,-13.80249882,5.017529964,-6.340212345,-0.819106638,-4.26692009,1
-214.7110138,105.7708054,-47.86115646,-3.701461792,-3.848561049,-9.555974007,-8.030473709,-8.804932594,-15.09864616,9.845341682,-1.165173173,6.654304028,2.712666035,1
-215.21138,104.0760422,-33.07830048,-2.653483391,-1.466534734,-4.94315052,-12.0731802,-4.472465992,-15.59058285,7.797537804,2.868518114,5.097257137,0.026173674,1
-206.7255859,106.1277313,-63.6240654,-3.404920816,-3.643987417,-15.0530653,-15.29522514,-13.66479015,-12.52599812,3.068633318,-2.166931868,-1.938197851,-3.143140078,1
-220.6947021,110.1465988,-62.21329498,-4.045739651,-4.508020878,-21.61619759,-17.08222008,-10.84089947,-16.64576912,1.851334453,-5.046989441,-4.29830122,-2.222074747,1
-195.9114532,95.67999268,-63.77941895,-8.217135429,-7.258624554,-21.64333916,-25.76526451,-8.98241806,-14.21416283,3.64908123,-6.10738802,-6.68419981,-4.620483398,1
-223.8779602,95.75339508,-63.52268982,-7.517524719,0.935622215,-16.72374344,-20.28215218,-2.429213047,-10.78061295,3.563600302,-0.338858217,-3.454003572,1.184140563,1
-219.7400513,92.72670746,-47.81068802,-0.715963602,-4.808992863,-15.86115551,-21.69033623,-4.305773735,-7.441158295,-0.414459229,0.346892387,-0.957282186,-1.425053835,1
-209.6430969,106.4550476,-46.99386597,-3.440597296,-3.116682053,-15.63457966,-14.96144772,-9.038207054,-17.25188065,2.461557388,-3.571810007,-3.988344431,-1.893205523,1
-198.3843384,93.76508331,-59.97429657,-4.612417221,-9.162940025,-18.56398582,-14.37226772,-12.55105209,-12.73770142,5.889420033,-2.337712288,-0.990969658,-3.592695236,1
-247.5520172,70.31080627,-46.38463593,-1.474677324,-4.800184727,-12.85142899,-13.70060539,-3.345281601,-9.801510811,7.629895687,-3.080231667,-5.509562492,-2.336134672,1
-185.6943207,103.2074356,-71.79341125,-7.199371338,0.26267153,-32.15894699,-13.12441063,-8.643472672,-20.50870705,1.983794093,-5.106387615,-8.697410583,-5.839858055,1
-205.3874359,91.74556732,-57.2265358,-11.77783298,11.17407036,-27.05239868,-21.08659744,-14.17132568,-19.68144035,-5.267315388,-11.46400166,-3.889584541,-8.516649246,1
-181.0010529,98.69770813,-48.04164505,-12.3537941,2.131976366,-20.58994293,-10.47775078,-5.057671547,-17.25518608,3.238050461,-4.738239288,-3.553828716,-6.694671631,1
-185.0695496,100.1483307,-50.06240082,-8.311380386,5.447175026,-16.65455818,-9.524831772,-2.461318254,-20.60147667,0.711798072,-4.885028362,-2.37225008,-6.595635891,1
-195.843811,105.8668213,-61.39702225,-8.526309967,6.712688446,-26.4692421,-17.51191521,-12.98407841,-22.23557281,5.351463795,-9.533449173,-2.22068119,-4.819110394,1
-164.4465027,103.4105835,-65.38968658,-14.82633018,0.30056712,-28.39498711,-16.83047676,-8.151324272,-19.74434471,1.388284445,-7.944710255,-4.903972149,-8.214588165,1
-212.9522705,79.40268707,-68.53809357,-4.059682846,10.32885647,-35.84524155,-22.224617,-19.20533562,-13.65251255,-6.376903057,-15.24035072,-4.634721279,-5.65950346,1
-193.5014191,110.0167999,-59.35652161,-15.23772144,2.62257123,-20.84760666,-11.73162365,-1.777767897,-15.32458019,0.22668761,-5.551234245,-7.042127609,-7.997865677,1
-277.403595,93.23654938,-54.3015976,-8.867955208,2.276870251,-12.38067818,-9.864165306,-1.956386089,-6.587486267,2.268239737,0.509211898,-7.729707241,-5.107608795,1
-228.617981,94.15713501,-68.40331268,-3.936636209,8.806585312,-16.63451958,-12.67953682,-0.169828132,-5.777291775,10.8561182,-3.993504047,-7.921596527,0.313323051,1
-224.8021545,102.0945129,-72.21018219,-3.009768009,4.785816669,-16.80615044,-10.7443552,-5.229868412,-3.387827396,10.27772427,4.049201012,-4.991880417,-0.64143312,1
-156.9101563,75.12898254,-3.178591013,17.60631943,3.328144073,11.79861641,-3.826682091,6.515555859,-8.044671059,6.353547573,-5.822806358,6.602219582,-0.478143215,1
-216.0937195,115.4438858,-6.617976665,10.8922596,-8.375740051,0.661567926,-20.77721977,-5.674623013,-12.21235657,-2.848620653,2.329148769,-4.36606741,-1.740436077,1
-228.2176666,125.9271164,-0.077367939,13.35912037,-7.534141064,6.098074436,-13.19052219,-0.588041842,-7.519030571,-0.129282236,3.476605654,1.779324651,0.167029008,1
-207.6164246,149.3073883,10.86722755,35.75611877,4.431893826,11.10230637,-7.083245754,3.759865046,-4.593450069,-2.659691572,-2.172287941,-0.751609862,-5.113990307,1
-189.6924286,124.719986,-15.35658646,16.79523849,-9.850898743,2.212667465,-10.25935173,-1.072998166,-4.079806805,4.674934864,2.901578426,0.932313561,-7.950183868,1
-209.841507,117.6920776,-26.48992157,5.111469746,-18.20973587,-3.719842672,-12.50730419,-5.921704292,-3.291053772,4.507426262,2.350547314,0.919406235,-8.149909973,1
-195.5205536,121.0095367,-37.39547729,23.12347031,-9.953671455,-1.538635731,-6.054872513,-15.30826759,-2.412699938,7.780103683,-2.960963726,3.808603048,-2.537248135,1
-199.4871368,127.8147202,-20.68360519,10.26147747,-13.19315338,8.050528526,-12.33403015,-4.398911476,-2.979229927,2.40968442,5.91442728,-0.378638595,-1.479361176,1
-196.8753052,127.7631226,-22.13386154,10.59997749,-10.04286861,7.991377831,-9.470678329,-2.745150328,-2.922956944,0.115820862,4.397623062,1.080938458,-2.728121996,1
-241.7040253,139.5982666,-4.833659649,9.145000458,-0.149584472,-0.081865564,-18.61946869,1.083559632,-3.581123114,-1.369708657,-6.037275791,-0.154980585,-3.761656046,1
-212.7479401,128.9287415,-27.50777817,7.169304371,-13.35278797,-4.42098999,-10.04674053,-8.102778435,-7.451654434,8.476716995,-2.184327364,0.178492144,1.356058121,1
-221.0429382,126.5763245,-20.52983665,2.348613739,-16.13549614,-0.064711571,-16.95225334,-10.2265377,-11.00822926,-1.920037866,5.880085468,0.080342159,-3.799390554,1
-224.9725952,135.2277985,-12.89210701,5.185540199,-12.26504517,-2.218495131,-15.93882751,-5.865855217,-8.407271385,-1.870676279,5.125327587,0.092088878,-5.885896683,1
-226.5566864,143.2522125,-6.230514526,8.696842194,-11.33320713,-1.639896274,-14.95069027,-7.88203764,-6.172178268,-4.222909451,-0.141873956,5.334985733,-7.684132099,1
-198.0788879,134.2341614,-10.44217205,9.562373161,-8.642971039,5.685776711,-15.5479517,-1.431578994,-6.512602806,-1.268294454,0.255956411,0.85004729,-6.645781517,1
-216.6699677,125.0427322,-8.647045135,3.630930662,-6.247992992,3.01415062,-17.48211479,-2.610833645,-4.406530857,-0.423923641,0.073632613,-0.097803175,-4.116382599,1
-177.0008392,128.3399353,-32.98521805,10.17834854,-10.09797955,0.767698944,-11.77384853,-9.395578384,0.814185739,4.397823811,0.993672609,0.717205167,-7.737659454,1
-175.941452,130.7342072,-37.2947197,29.28064919,-8.364245415,4.544288158,-1.87298429,-10.76219559,-9.19333744,11.09866905,-3.880729914,4.077506065,2.105946302,1
-154.1620483,125.1646042,-34.47458267,28.08722305,-6.021984577,-2.60010004,-6.888556957,2.287241697,-10.12102604,8.906244278,-3.527072906,-1.133487344,0.425835341,1
-177.529068,140.3034058,-11.8130846,15.30317402,-10.40173244,2.332311153,-9.777178764,-0.763047576,-10.38207626,2.128699541,1.357746005,3.566484928,-2.298030138,1
-158.3872528,146.8610992,-25.11068535,29.81772232,-8.367198944,-2.14501667,-9.140852928,-1.516775131,-13.40318584,0.445574284,-0.298823625,-1.692536831,1.512214065,1
-198.8692322,121.0633011,-22.65044594,6.569330692,-5.411929131,1.511582971,-10.67898083,1.22590363,-11.70312977,4.414168835,-0.766453981,-0.864547432,-5.77736187,1
-213.818924,128.9595642,-15.76894188,2.527326107,-13.62981892,1.664157987,-17.26438713,-7.436945915,-6.20728159,-0.510653794,2.046516418,-3.329036951,-5.19346714,1
-231.3984222,131.9705048,-13.46511745,3.470636368,-8.505927086,1.99345696,-14.37164021,-6.292603493,-9.558945656,-1.893130541,2.129351854,-0.884383917,-5.643559456,1
-221.3474426,121.3116608,-26.736269,0.18951267,-9.596763611,-1.051619291,-20.56305885,-7.646231651,-5.237976551,0.324648976,2.910572052,3.218658686,-8.846690178,1
-224.9316559,126.1441803,-16.72541237,0.610388219,-9.981656075,-0.465404242,-22.17322731,-3.931910276,-5.697732925,-5.609095097,1.254081845,-1.375090122,-7.084379673,1
-179.4754639,140.2302399,-23.6447525,1.341182828,-12.47037601,3.464069605,-13.73594093,0.615975857,-7.526768208,-1.105391026,6.654105186,0.695170879,-8.30444622,1
-227.7705231,80.24097443,-30.59668732,4.716193199,-11.814394,11.43636513,-18.59573746,-18.03030777,-2.247749567,-7.143889904,-1.042072296,-3.090111732,-9.922673225,1
-233.4894562,90.77214813,-32.72557449,-0.182799935,-10.57876492,8.801733971,-27.38115311,-12.51989651,-4.335118771,-6.885679245,4.146101952,-0.310389131,-12.03181076,1
-242.756958,81.98347473,-22.36961174,8.552485466,-7.508296013,15.00397873,-21.41653633,-18.95536232,-4.166617393,-4.61783886,0.521014094,-1.020601392,-11.63248158,1
-229.9153442,89.16814423,-35.09076691,12.23748493,-15.77129269,3.561381817,-17.85792351,-17.34668922,-3.180939436,0.283365399,-2.548459291,1.559824347,-3.770189524,1
-236.0088348,90.30845642,-28.69294739,15.19708252,2.853330851,5.798937798,-11.079916,-12.0327692,0.008482754,5.735285759,-4.41358614,4.427071571,-2.286116838,1
-274.1316528,85.65706635,-20.6966362,20.79335022,3.562097788,2.545749426,-2.286888123,-13.08597851,-5.548379421,4.756645203,-6.678735733,-3.880051136,-0.159705669,1
-242.0144653,99.93474579,-35.53786469,21.8416748,-1.523593545,9.603377342,-8.102455139,-12.46177578,-1.040319443,3.322906017,1.424403667,5.171468258,-2.564415932,1
-335.2605286,93.33158875,-7.415381432,25.95405388,0.412267,14.55375195,-0.242057785,-2.715540409,2.692609072,5.688769817,-3.905177116,-0.437997282,-2.636408329,1
-261.6703796,85.28152466,-25.02625465,13.76320839,-7.197063923,8.644822121,-1.629095674,-7.869650364,-2.413646221,3.763540745,-7.431403637,-2.751674175,-1.438357949,1
-289.4879761,106.6231155,-24.82521057,17.37517357,2.435953617,10.95241165,0.515840173,2.078849316,3.877167702,2.353952408,6.812143803,4.036911011,0.896374404,1
-290.0985413,88.17910004,-29.91639709,18.9252491,10.66377449,10.65984726,-4.383937836,2.567252636,3.79201436,3.298716307,3.276714325,4.277033329,2.033969879,1
-284.8595276,92.75779724,-25.25230217,16.13428307,-0.844258547,10.5544529,-10.29931641,-0.766404808,4.273076057,1.712337613,8.461344719,-0.664367676,-3.099461555,1
-270.1890869,98.86988068,-32.08520889,12.53055859,-3.756906748,9.42449379,-11.63631725,-1.410459757,0.414918721,-2.506330967,0.384950191,-2.984904528,-8.513730049,1
-259.3027954,91.30557251,-33.44049835,12.26410007,-4.161446571,6.756760597,-13.77082062,-1.941648364,2.979236603,0.576099575,6.421055794,-2.663357258,-3.189302683,1
-315.4636536,73.07637787,-30.87071991,14.48733425,-10.12048435,11.23262787,-2.505916834,-2.819272757,4.190095425,4.072747231,-1.413834214,1.829129457,-4.563051701,1
-248.4853516,105.3501816,-41.79816055,14.39025116,-13.37808609,2.058997869,-9.487513542,-15.23404312,-8.965476036,-0.13218233,-6.752779484,1.270878315,-5.087333202,1
-231.9258881,87.57302856,-35.03704453,-4.632684708,-3.814786673,-7.171874523,-29.45523071,-18.5555172,-13.9380846,-8.746587753,-3.047882795,-8.99834919,-2.096087217,1
-251.8687897,108.5620041,-52.98236465,1.43291986,-11.2609396,-5.475748062,-2.737735748,-12.25613594,-8.422968864,5.714704037,-0.452407599,-0.834096551,2.23153758,1
-240.1509857,109.9794083,-51.60648727,2.993985653,-10.32018948,-13.35167599,-3.545892954,-22.29463577,-13.09192276,7.872369289,-4.952633858,-2.116037369,-0.262257546,1
-248.6124573,104.5295105,-57.33653641,14.30900574,-19.47959137,-18.55608368,-8.00681591,-18.26547241,-18.65645409,0.32898286,-8.579369545,-7.454586506,-6.454664707,1
-228.5855865,146.2850189,-27.44540024,-41.39601135,-11.21183014,-28.92852783,-28.33712006,-16.15234566,-27.31231499,-7.722234726,-7.39759779,-0.009745905,-13.29095459,1
-225.693512,143.3048401,-28.84020615,-36.19028473,-4.891067982,-27.82555962,-30.2394619,-19.26476479,-24.95431519,-6.262015343,-8.669084549,-2.171540976,-12.32886124,1
-214.1616821,145.2155762,-31.85950851,-43.86083603,-7.378628254,-31.87074089,-35.1422081,-10.70289421,-24.72099113,-8.594294548,-8.035470963,1.865883231,-16.34444809,1
-218.9817505,143.4449921,-29.59123421,-41.77637482,-7.75652647,-32.94839859,-33.36847305,-9.774682999,-24.75457382,-10.88377476,-8.801940918,1.311602712,-14.06620502,1
-241.7595367,146.6634369,-35.04225159,-41.0678215,-2.912633181,-30.35548973,-32.53087616,-12.76141739,-22.83588028,-8.409941673,-8.729483604,-1.502357721,-12.83789635,1
-416.7272339,121.1343155,-23.65913582,6.859392166,-11.13864994,3.40626812,3.149631977,-16.53847122,-4.65020752,-6.889681816,-0.068076573,-2.941079378,-6.111988544,1
-351.4141235,114.439476,-20.81322098,14.44554615,-5.01914835,-11.32452869,1.39851284,-16.22651291,-18.70234489,-10.85440159,-2.274721384,-4.153763771,-5.217378139,1
-323.8040161,168.0674591,-32.87166595,8.658412933,-6.423868179,-11.8033247,-4.71407032,-13.22582626,-17.53112602,-15.76171303,2.549407721,-6.466312408,-5.20122242,1
-373.0486755,165.7080231,-29.02375031,12.32430172,3.025767326,-9.994269371,-6.337281227,-16.10529137,-14.31121731,-9.072981834,-4.287013054,-8.620004654,-1.441732526,1
-314.1637573,155.7048798,-33.34395218,22.80665398,8.084020615,-15.49838257,-12.48418713,-17.18495178,-14.45255375,-13.76986217,-4.154755592,-10.47294331,-6.428147316,1
-282.8337402,131.1140137,-47.20093918,35.01705551,-4.472201824,-8.727285385,-8.819189072,-22.29828835,-9.716633797,-13.37085152,-2.95591712,-8.601084709,-1.463112116,1
-375.1361694,121.7092133,-33.23122406,20.47516823,-11.07162571,-7.398702621,-3.68106842,-15.24564934,-7.626834393,-13.19690514,-0.965794802,-7.279571056,-5.169787407,1
-603.2124023,70.15327454,-103.322876,60.73167801,-42.08975601,5.607142925,3.308819056,-20.79019928,13.35934544,-14.67976189,12.94983673,-3.955739021,2.221328735,1
-401.4992065,118.0165024,-2.544448376,8.662762642,-5.389174938,-5.300955772,1.553156972,-12.55642509,-7.151530743,-2.212854862,-2.784395456,-2.691666603,-4.949377537,1
-430.2832947,133.1157074,-17.38791084,15.57110405,-4.310669899,-11.67651558,3.489304066,-16.99488068,-11.79836273,2.200327635,-3.818386555,-8.535294533,-3.138314962,1
-414.6973572,120.715126,-18.59247398,20.34870911,-7.915819645,-13.19450474,-7.576560974,-17.62036133,-3.09309411,-0.082920156,-4.553785801,-9.555650711,-5.311254025,1
-378.4021301,107.8793106,-11.64739513,17.63331604,-12.4400444,-3.301165819,-3.16725111,-15.31752872,-5.736666679,-5.35222435,-0.667248845,-9.626185417,-3.301222324,1
-412.4473267,113.4119568,-13.93381596,11.2442503,-8.414422035,-7.15378046,0.080644012,-13.30455303,-8.475190163,-2.308236361,-1.568756342,-10.56445503,-4.08356142,1
-372.2387695,125.2865677,-27.50605392,17.74920273,-11.45376301,-12.44240284,4.171615601,-17.16086006,-10.54221058,1.078769326,-1.333637834,-8.21810627,-1.689801693,1
-362.4941406,119.2825165,-18.11934662,22.91330338,-4.351115704,-5.603512287,2.73803997,-15.51797676,-8.432486534,-3.871247292,-4.894299984,-5.589886665,-0.474438548,1
-374.7764587,109.5226593,-11.81293774,13.13129711,-5.850229263,-4.764010429,-3.163454771,-15.21001053,-5.062704563,-4.39911747,-5.772542477,-6.943613529,-2.491679192,1
